City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,Punta Arenas,-53.15,-70.9167,42.91,70,40,6.91,CL,2022-12-10 05:05:43
1,Rikitea,-23.1203,-134.9692,76.32,79,11,11.32,PF,2022-12-10 05:05:44
2,Busselton,-33.65,115.3333,71.17,37,91,8.55,AU,2022-12-10 05:05:44
3,Codrington,-38.2667,141.9667,74.64,44,4,6.62,AU,2022-12-10 05:05:45
4,Kuldur,49.2167,131.6333,8.64,84,59,4.32,RU,2022-12-10 05:05:45
5,Hobart,-42.8794,147.3294,66.22,65,75,5.75,AU,2022-12-10 05:01:13
6,Chokurdakh,70.6333,147.9167,-12.82,97,100,4.76,RU,2022-12-10 05:05:46
7,Ushuaia,-54.8,-68.3,31.66,95,14,3.24,AR,2022-12-10 05:01:52
8,Kodiak,57.79,-152.4072,29.71,43,0,8.05,US,2022-12-10 05:05:46
9,Norman Wells,65.282,-126.8329,-11.16,70,75,4.61,CA,2022-12-10 04:57:22
10,Albany,42.6001,-73.9662,25.65,70,0,1.99,US,2022-12-10 05:05:47
11,Barrow,71.2906,-156.7887,1.42,85,0,10.36,US,2022-12-10 05:05:47
12,Batie,9.8833,-2.9167,72.86,26,0,4.41,BF,2022-12-10 05:05:48
13,Fortuna,40.5982,-124.1573,49.66,90,100,28.77,US,2022-12-10 05:01:28
14,Cabo San Lucas,22.8909,-109.9124,68.61,70,19,6.64,MX,2022-12-10 05:00:01
15,Port Alfred,-33.5906,26.891,70.18,89,97,8.99,ZA,2022-12-10 05:05:49
16,Bluff,-46.6,168.3333,63.81,83,71,15.17,NZ,2022-12-10 05:05:49
17,Lata,40.1629,-8.3327,53.08,91,100,4.63,PT,2022-12-10 05:05:49
18,Tiksi,71.6872,128.8694,-29.47,100,79,5.12,RU,2022-12-10 05:05:03
19,Jaguarari,-10.2639,-40.1958,68.7,67,82,4.72,BR,2022-12-10 05:05:50
20,Ambilobe,-13.2,49.05,82.56,69,27,1.59,MG,2022-12-10 05:05:50
21,Jiexiu,37.0244,111.9125,33.48,23,82,4.36,CN,2022-12-10 05:05:51
22,Arraial Do Cabo,-22.9661,-42.0278,72.68,93,1,7.25,BR,2022-12-10 05:05:51
23,Opuwo,-18.0607,13.84,65.82,30,3,3.36,NA,2022-12-10 05:05:52
24,Sao Joao Da Barra,-21.6403,-41.0511,73.09,93,2,3.76,BR,2022-12-10 05:05:01
25,Mangan,27.5167,88.5333,71.28,45,4,5.88,IN,2022-12-10 05:05:52
26,Vila Velha,-20.3297,-40.2925,76.95,97,75,0.0,BR,2022-12-10 04:53:38
27,Puerto Escondido,15.85,-97.0667,74.23,78,0,8.05,MX,2022-12-10 05:05:27
28,Oistins,13.0667,-59.5333,72.52,94,20,6.91,BB,2022-12-10 05:05:53
29,Klaksvik,62.2266,-6.589,36.52,65,100,32.5,FO,2022-12-10 05:05:53
30,Mezen,65.8522,44.24,6.49,91,96,9.75,RU,2022-12-10 05:05:54
31,Cape Town,-33.9258,18.4232,72.37,73,5,10.0,ZA,2022-12-10 05:05:02
32,Orvault,47.271,-1.6219,26.49,80,3,2.3,FR,2022-12-10 05:05:54
33,Atuona,-9.8,-139.0333,77.13,73,18,6.04,PF,2022-12-10 05:05:55
34,Lokosovo,61.1333,74.8167,-18.58,97,18,7.94,RU,2022-12-10 05:05:55
35,Kingston,17.997,-76.7936,76.15,75,20,8.05,JM,2022-12-10 05:05:56
36,Oranjemund,-28.55,16.4333,62.74,91,79,7.99,NA,2022-12-10 05:05:56
37,Saskylakh,71.9167,114.0833,-14.82,100,99,4.25,RU,2022-12-10 05:05:57
38,Sisimiut,66.9395,-53.6735,29.55,71,98,10.92,GL,2022-12-10 04:58:52
39,Yerbogachen,61.2767,108.0108,1.31,94,100,9.01,RU,2022-12-10 05:05:57
40,Kadoma,34.7333,135.5833,62.65,36,1,2.55,JP,2022-12-10 05:05:58
41,Wanaka,-44.7,169.15,63.41,54,89,9.75,NZ,2022-12-10 05:05:58
42,Patti,31.2808,74.8572,64.47,34,56,6.26,IN,2022-12-10 05:05:59
43,Victoria,22.2855,114.1577,74.25,69,6,8.99,HK,2022-12-10 05:01:13
44,Vigrestad,58.5667,5.7,25.97,59,18,11.27,NO,2022-12-10 05:05:59
45,Sasaram,24.951,84.0149,73.76,32,40,2.57,IN,2022-12-10 05:06:00
46,Moindou,-21.6924,165.677,82.87,70,44,4.76,NC,2022-12-10 05:07:00
47,Mecca,21.4267,39.8261,73.87,66,0,5.28,SA,2022-12-10 05:05:01
48,Yoichi,43.2039,140.7703,36.36,71,82,16.02,JP,2022-12-10 05:07:01
49,Ribeira Grande,38.5167,-28.7,65.77,94,64,20.0,PT,2022-12-10 05:07:01
50,Chifeng,42.2683,118.9636,24.96,29,1,12.71,CN,2022-12-10 05:00:37
51,Tasiilaq,65.6145,-37.6368,24.96,58,47,4.68,GL,2022-12-10 05:07:03
52,Hermanus,-34.4187,19.2345,66.79,79,1,4.12,ZA,2022-12-10 05:07:03
53,Bengkulu,-3.8004,102.2655,82.54,70,100,7.81,ID,2022-12-10 04:57:33
54,Stromness,58.965,-3.296,39.16,64,99,23.2,GB,2022-12-10 05:07:04
55,Wuxi,31.5689,120.2886,51.98,71,99,12.46,CN,2022-12-10 05:07:05
56,Dunedin,-45.8742,170.5036,56.48,92,55,5.95,NZ,2022-12-10 05:07:05
57,Lokoja,7.8024,6.743,71.56,28,4,0.89,NG,2022-12-10 05:07:06
58,Provideniya,64.3833,-173.3,23.41,93,98,8.08,RU,2022-12-10 05:07:06
59,Balikpapan,-1.2675,116.8289,88.79,66,20,6.91,ID,2022-12-10 05:07:07
60,Yellowknife,62.456,-114.3525,1.02,98,100,2.33,CA,2022-12-10 05:07:07
61,Tuktoyaktuk,69.4541,-133.0374,-0.71,94,100,8.08,CA,2022-12-10 05:07:08
62,Morondava,-20.2833,44.2833,83.25,62,0,5.19,MG,2022-12-10 05:07:08
63,Cidreira,-30.1811,-50.2056,70.38,92,25,15.99,BR,2022-12-10 05:07:09
64,Upernavik,72.7868,-56.1549,31.06,67,100,16.08,GL,2022-12-10 05:07:09
65,Kapaa,22.0752,-159.319,77.32,73,40,16.11,US,2022-12-10 05:07:10
66,Avarua,-21.2078,-159.775,75.25,83,100,5.75,CK,2022-12-10 05:07:10
67,San Patricio,28.017,-97.5169,73.27,89,11,10.2,US,2022-12-10 05:07:11
68,Pilar,-9.5972,-35.9567,73.33,92,95,5.95,BR,2022-12-10 05:07:12
69,Lompoc,34.6391,-120.4579,54.79,96,100,9.22,US,2022-12-10 05:07:12
70,Mataura,-46.1927,168.8643,63.48,86,100,5.75,NZ,2022-12-10 05:07:13
71,Khatanga,71.9667,102.5,-10.32,99,100,5.12,RU,2022-12-10 05:07:13
72,Ketchikan,55.3422,-131.6461,31.66,93,100,5.21,US,2022-12-10 05:02:24
73,Lagoa,39.05,-27.9833,65.05,85,98,22.88,PT,2022-12-10 05:03:09
74,Mount Isa,-20.7333,139.5,107.37,8,0,8.05,AU,2022-12-10 04:53:43
75,Bredasdorp,-34.5322,20.0403,68.83,76,5,3.94,ZA,2022-12-10 05:07:15
76,Esperance,-33.8667,121.9,63.5,66,88,15.55,AU,2022-12-10 05:07:15
77,Penzance,50.1186,-5.5371,34.48,64,100,2.66,GB,2022-12-10 05:04:24
78,Kikwit,-5.041,18.8162,68.32,88,100,2.24,CD,2022-12-10 05:07:16
79,Cockburn Town,21.4612,-71.1419,77.0,65,13,11.97,TC,2022-12-10 05:07:17
80,Robertson,36.5167,-86.8667,53.58,99,100,0.0,US,2022-12-10 05:07:17
81,Svetlyy,54.675,20.1347,23.05,88,98,4.18,RU,2022-12-10 05:07:18
82,Oparino,59.8518,48.2783,16.39,95,100,5.91,RU,2022-12-10 05:07:18
83,Chuy,-33.6971,-53.4616,71.82,75,76,4.03,UY,2022-12-10 05:07:19
84,Lebyazhye,55.2689,66.4947,13.39,93,100,11.23,RU,2022-12-10 05:07:19
85,Akdepe,42.0551,59.3788,19.65,54,0,12.91,TM,2022-12-10 05:07:20
86,Portland,45.5234,-122.6762,47.48,94,100,17.27,US,2022-12-10 05:07:10
87,Tabuleiro Do Norte,-5.2467,-38.1306,77.09,82,31,7.76,BR,2022-12-10 05:07:20
88,Savannah Bight,16.45,-85.85,80.8,67,8,10.89,HN,2022-12-10 05:07:21
89,Leningradskiy,69.3833,178.4167,-6.03,91,93,2.48,RU,2022-12-10 05:07:22
90,Carnarvon,-24.8667,113.6333,76.37,48,0,16.42,AU,2022-12-10 05:05:02
91,Georgetown,5.4112,100.3354,85.93,82,20,10.36,MY,2022-12-10 05:04:07
92,Hithadhoo,-0.6,73.0833,81.82,76,92,14.25,MV,2022-12-10 05:08:23
93,Deputatskiy,69.3,139.9,-24.16,97,100,4.72,RU,2022-12-10 05:08:24
94,Vardo,70.3705,31.1107,24.78,86,100,6.91,NO,2022-12-10 05:08:24
95,Jamestown,42.097,-79.2353,27.18,69,0,6.91,US,2022-12-10 05:05:14
96,Saint-Philippe,-21.3585,55.7679,81.99,84,25,11.34,RE,2022-12-10 05:08:25
97,Beringovskiy,63.05,179.3167,29.73,96,100,22.35,RU,2022-12-10 05:08:25
98,Tiffin,41.1145,-83.178,38.34,95,100,8.46,US,2022-12-10 05:06:02
99,Marienburg,54.0359,19.0266,32.04,93,11,4.16,PL,2022-12-10 05:08:26
100,Mehamn,71.0357,27.8492,17.51,79,93,11.5,NO,2022-12-10 05:08:27
101,East London,-33.0153,27.9116,72.84,71,96,16.49,ZA,2022-12-10 05:08:27
102,Hilo,19.7297,-155.09,71.26,89,75,8.01,US,2022-12-10 05:08:28
103,Jablanica,43.6603,17.7617,60.87,98,100,6.04,BA,2022-12-10 05:08:28
104,Mahebourg,-20.4081,57.7,77.25,78,72,10.33,MU,2022-12-10 05:08:28
105,Changtu,42.7788,124.0955,21.61,40,0,8.66,CN,2022-12-10 05:08:29
106,Saint George,37.1041,-113.5841,39.43,67,0,4.61,US,2022-12-10 05:07:04
107,Souillac,-20.5167,57.5167,79.18,74,24,10.65,MU,2022-12-10 05:08:29
108,Northam,51.0333,-4.2167,33.26,76,50,4.65,GB,2022-12-10 05:08:30
109,Vestmanna,62.1564,-7.1664,34.72,80,40,18.41,FO,2022-12-10 05:08:30
110,Lavrentiya,65.5833,-171.0,14.65,91,96,4.92,RU,2022-12-10 05:08:31
111,Havre-Saint-Pierre,50.2334,-63.5986,14.29,53,21,16.51,CA,2022-12-10 05:08:31
112,Farragut,35.8845,-84.1535,58.75,98,100,5.75,US,2022-12-10 05:08:32
113,Tandil,-37.3217,-59.1332,56.68,67,18,5.28,AR,2022-12-10 05:08:32
114,Lebu,-37.6167,-73.65,55.42,86,97,7.9,CL,2022-12-10 05:08:33
115,Vredendal,-31.6683,18.5012,64.47,85,0,1.14,ZA,2022-12-10 05:08:33
116,Kaitangata,-46.2817,169.8464,54.19,98,73,3.83,NZ,2022-12-10 05:08:33
117,Ostersund,63.1792,14.6357,18.05,86,40,10.36,SE,2022-12-10 05:08:34
118,Cap Malheureux,-19.9842,57.6142,77.47,78,65,5.01,MU,2022-12-10 05:08:35
119,Granada,37.25,-3.25,47.86,87,93,14.05,ES,2022-12-10 05:08:35
120,Kashipur,29.2167,78.95,69.71,31,43,2.46,IN,2022-12-10 05:08:35
121,General Roca,-39.0333,-67.5833,70.63,39,47,8.88,AR,2022-12-10 05:08:36
122,Vao,-22.6667,167.4833,79.32,79,4,11.21,NC,2022-12-10 05:08:36
123,Maragogi,-9.0122,-35.2225,77.23,86,99,9.57,BR,2022-12-10 05:08:37
124,Mar Del Plata,-38.0023,-57.5575,64.87,76,0,8.99,AR,2022-12-10 05:08:37
125,Camopi,3.1655,-52.3158,70.54,99,97,2.42,GF,2022-12-10 05:08:38
126,New Norfolk,-42.7826,147.0587,65.88,47,99,1.99,AU,2022-12-10 05:08:38
127,Charters Towers,-20.1,146.2667,99.27,24,5,5.5,AU,2022-12-10 05:08:39
128,Andros Town,24.7,-77.7667,75.45,73,2,7.65,BS,2022-12-10 05:00:31
129,Pangoa,-12.1167,-73.0,69.01,99,100,1.88,PE,2022-12-10 05:08:39
130,Puerto Ayora,-0.7393,-90.3518,69.55,95,62,1.99,EC,2022-12-10 05:08:40
131,Paranaiba,-19.6772,-51.1908,76.73,77,84,3.18,BR,2022-12-10 05:05:04
132,Sadiqabad,28.3062,70.1307,72.61,25,50,13.04,PK,2022-12-10 05:08:40
133,Charlestown,-32.95,151.6667,70.02,61,64,1.99,AU,2022-12-10 05:08:41
134,Otjiwarongo,-20.4637,16.6477,68.49,29,59,6.6,NA,2022-12-10 05:09:42
135,Ugoofaaru,5.6667,73.0,81.25,76,99,15.9,MV,2022-12-10 05:09:42
136,Russellville,35.2784,-93.1338,51.19,64,0,0.0,US,2022-12-10 05:05:20
137,Butaritari,3.0707,172.7902,81.86,79,43,17.38,KI,2022-12-10 05:09:43
138,Troitsko-Pechorsk,62.7084,56.1964,-14.46,100,98,1.61,RU,2022-12-10 05:09:43
139,Torbay,47.6666,-52.7314,38.75,97,100,13.0,CA,2022-12-10 05:05:37
140,Nanortalik,60.1432,-45.2371,21.54,81,5,6.42,GL,2022-12-10 05:09:44
141,Dinar,38.065,30.1656,35.56,80,100,6.02,TR,2022-12-10 05:09:44
